problem_id,Sample_Code,Generated,Language,Source
Prob6383,"#include<iostream>
#include<cmath>
using namespace std;
int main(){
	int *num,siz,time,max,nownum;
	while(cin>>time>>siz&&time!=0){
		num=new int[siz];
		for(int i=0;i<siz;++i){
			num[i]=0;
		}
		nownum=0;
		int dommy;
		max=-2000000000;
		for(int i=0;i<time;++i){
			cin>>dommy;
			nownum-=num[i%siz];
			nownum+=dommy;
			num[i%siz]=dommy;
			if(max<nownum&&i+1>=siz){
				max=nownum;
			}
		}
		cout<<max<<endl;
		delete num;
	}
	return 0;
}",Human,C++,CodeNet
Prob2991,"import math

x1, y1, x2, y2 = map(float, input(""Entrez (x1, y1) et (x2, y2) : "").split())
distance = math.sqrt((x2 - x1)**2 + (y2 - y1)**2)
print(f""Distance : {distance}"")",AI,Python,ChatGPT-4
Prob1172,"A, B, K = map(int, input().split())
ans = []
for i in range(1, min(A, B) + 1):
  if A % i == 0 and B % i == 0:
    ans.append(i)
ans.sort(reverse=True)
print(ans[K-1])",Human,Python,CodeNet
Prob394,"import Java.util.*;
import Java.lang.Math;

public class Main {
 public static void main(String[] args) {
  Scanner sc = new Scanner(System.in);
  String w = sc.next();
  int istack;
  int alps[] = new int[26];
  boolean ans=true;
  
  Arrays.fill(alps,0);
  
  for(int i = 0;i < w.length();i++){
  	istack = (int)w.charAt(i) - 97;
   	alps[istack]++;
  }
  
  for(int i = 0;i < 26 && ans; i++){
  	if(alps[i] % 2 != 0) ans = false;
  }
  
  if(ans) System.out.println(""Yes"");
  	else System.out.println(""No"");
 }
}",Human,Java,CodeNet
Prob478,"#include <iostream>
#include <string>
using namespace std;
int main() {
  int a, b;
  while(cin >> a >> b) {
    cout << to_string(a+b).size() << endl;
  }
}",Human,C++,CodeNet
Prob4675,"def count_ways_to_get_sum(nbd, s):
  if not (nbd >= 1 and nbd <= 10):
    raise ValueError(""Le nombre de dés doit être entre 1 et 10"")
  if not (nbd <= s <= 6 * nbd):
    raise ValueError(""La somme doit être comprise entre {} et {}"".format(nbd, 6 * nbd))

  # Créer un tableau pour stocker les résultats intermédiaires
  dp = [[0] * (s + 1) for _ in range(nbd + 1)]
  dp[0][0] = 1 # Une seule façon de faire la somme 0 avec 0 dés

  # Remplir le tableau
  for dice in range(1, nbd + 1):
    for sum_value in range(dice, s + 1):
      dp[dice][sum_value] = sum(dp[dice - 1][sum_value - face] for face in range(1, 7) if sum_value - face >= 0)

  return dp[nbd][s]

def main():
  try:
    nbd = int(input(""Entrez le nombre de dés (entre 1 et 10) : ""))
    s = int(input(""Entrez la somme souhaitée : ""))
    ways = count_ways_to_get_sum(nbd, s)
    print(f""Il y a {ways} façons de faire {s} avec {nbd} dés."")
  except ValueError as e:
    print(e)

if __name__ == ""__main__"":
  main()",AI,Python,ChatGPT-4
Prob1122,"n, k, c = map(int, input().split())
s = input()
l = len(s) - 1
i = 0
lb = []
le = []
while i < len(s) and len(lb) < k:
  if s[i] == 'o':
    lb.append(i)
    i += c + 1
    continue
  i += 1

while l > -1 and len(le) < k:
  if s[l] == 'o':
    le.append(l)
    l -= (c + 1)
    continue
  l -= 1

le.sort()
for j in range(0, len(lb)):
  if lb[j] == le[j]:
    print(lb[j]+1)",Human,Python,CodeNet
Prob719,"import Java.io.*;
class Main {
	public static void main(String[] args) throws IOException{
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		String input = br.readLine();
		String[] cut = input.split("" "");
		int w =	Integer.parseInt(cut[0]);
		int h =	Integer.parseInt(cut[1]);
		int x =	Integer.parseInt(cut[2]);
		int y =	Integer.parseInt(cut[3]);
		int r =	Integer.parseInt(cut[4]);
		
		if((x-r)<0 || (x+r)>w || (y-r)<0 ||(y+r)>h){
			System.out.println(""No"");
		}
		else{
			System.out.println(""Yes"");
		}
		
		
		
	}
}",Human,Java,CodeNet
Prob5386,"#include <iostream>

void pyramideLettres(char lettre) {
  for (char c = 'A'; c <= lettre; ++c) {
    for (char k = 'A'; k <= c; ++k) {
      std::cout << k;
    }
    std::cout << std::endl;
  }
}

int main() {
  pyramideLettres('C');
  return 0;
}",AI,C++,ChatGPT-3.5
Prob1060,"#include <stdio.h>
#include <stdlib.h>
#include <string.h>

#define MAX_HISTORY 10

typedef struct {
  char *history[MAX_HISTORY];
  int current;
} History;

void pushHistory(History *history, const char *expr) {
  if (history->current < MAX_HISTORY) {
    history->history[history->current++] = strdup(expr);
  } else {
    free(history->history[0]);
    memmove(history->history, history->history + 1, (MAX_HISTORY - 1) * sizeof(char *));
    history->history[MAX_HISTORY - 1] = strdup(expr);
  }
}

void chercherRemplacer(char *str, const char *chercher, const char *remplacer) {
  char buffer[1024];
  char *pos = strstr(str, chercher);
  if (pos) {
    strncpy(buffer, str, pos - str);
    buffer[pos - str] = '\0';
    sprintf(buffer + (pos - str), ""%s%s"", remplacer, pos + strlen(chercher));
    strcpy(str, buffer);
  }
}

void undoLast(History *history, char *currentExpression) {
  if (history->current > 0) {
    strcpy(currentExpression, history->history[--history->current]);
    printf(""Undo performed. Current expression: %s\n"", currentExpression);
  } else {
    printf(""No history to undo.\n"");
  }
}

int main() {
  char expression[1024] = ""This is a foo test for hello."";
  History history = { .current = 0 };

  pushHistory(&history, expression);
  
  printf(""Current expression: %s\n"", expression);

  chercherRemplacer(expression, ""foo"", ""bar"");
  pushHistory(&history, expression);
  
  printf(""After replacement: %s\n"", expression);
  
  undoLast(&history, expression);
  
  return 0;
}",AI,C,ChatGPT-4
Prob927,"//
// main.cpp

#include <iostream>
using namespace std;

long long max(long long x,long long y){
	if(x > y){
		return x;
	}else{
		return y;
	}
}

int main(){
	while(1){
		int n,k;
		long long array[100001]={};
		long long total[100001]={};
		cin >> n >> k;
		if(n == 0 && k == 0)break;
		for(int i=0;i<n;i++){
			cin >> array[i];
		}
		long long x=0;
		for(int i=0;i<k;i++){
			x += array[i];
		}
		total[0] = x;
		for(int i=1;i<=n-k;i++){
			total[i] = total[i-1] - array[i-1] + array[i+k - 1];
		}
		long long answer = -10000000000;
		for(int i=0;i<100001;i++){
			answer = max(answer,total[i]);
		}
		cout << answer << endl;
	}
	
	return 0;
}",Human,C++,CodeNet
Prob3975,"#include <iostream>
#include <fstream>

void copyFile(const std::string &src, const std::string &dest) {
  std::ifstream srcFile(src, std::ios::binary);
  std::ofstream destFile(dest, std::ios::binary);
  destFile << srcFile.rdbuf();
  std::cout << ""File copied to: "" << dest << std::endl;
}

int main() {
  copyFile(""path/to/source.txt"", ""path/to/destination.txt"");
  return 0;
}",AI,C++,ChatGPT-4
Prob947,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

void galton_board(int num_balls, int num_levels, int* bins) {
  for (int i = 0; i < num_balls; i++) {
    int position = 0;
    for (int j = 0; j < num_levels; j++) {
      position += (rand() % 2) ? 1 : -1; // Move left or right
    }
    position = (position + num_levels) / 2; // Normalize to bin index
    bins[position]++;
  }
}

int main() {
  srand(time(NULL));
  int num_balls, num_levels;

  printf(""Enter the number of balls: "");
  scanf(""%d"", &num_balls);
  printf(""Enter the number of levels: "");
  scanf(""%d"", &num_levels);

  int bins[11] = {0}; // Adjust size based on max levels

  galton_board(num_balls, num_levels, bins);
  
  for (int i = 0; i <= num_levels; i++) {
    printf(""Bin %d: %d\n"", i, bins[i]);
  }

  return 0;
}",AI,C,ChatGPT-4
Prob2783,"#include <iostream>
#include <cstdlib>
#include <ctime>

void rollDice(int dice[3]) {
  for (int i = 0; i < 3; i++) {
    dice[i] = std::rand() % 6 + 1;
  }
}

void printDice(int dice[3]) {
  for (int i = 0; i < 3; i++) {
    std::cout << dice[i] << "" "";
  }
  std::cout << std::endl;
}

int determineWinner(int player1[3], int player2[3]) {
  int sum1 = player1[0] + player1[1] + player1[2];
  int sum2 = player2[0] + player2[1] + player2[2];

  if (sum1 > sum2) return 1;
  else if (sum1 < sum2) return 2;
  else return 0; // Tie
}

int main() {
  std::srand(std::time(0));
  char player1_name[50], player2_name[50];
  int player1",AI,C++,ChatGPT-4
Prob5238,"import Java.io.PrintWriter;
import Java.util.Arrays;
import Java.util.Scanner;

public class Main {
  public static void main(String[] args) {
    Scanner sc = new Scanner(System.in);
    String w = sc.next();
    String[] str = new String[w.length()];
    int count = 2;

    for (int i = 0; i < w.length(); i++) {
      str[i] = w.split("""")[i];
    }

    Arrays.sort(str);
    PrintWriter out = new PrintWriter(System.out);

    if (w.length() > 1) {
      if (!str[1].equals(str[0])) {
        out.println(""No"");
        sc.close();
        out.flush();
        return;
      }
    } else {
      out.println(""No"");
      sc.close();
      out.flush();
      return;
    }

    for (int i = 2; i < w.length(); i++) {
      if (str[i].equals(str[i - 1])) {
        count++;
      } else {
        if (count % 2 == 0) {
          count = 1;
        } else {
          out.println(""No"");
          sc.close();
          out.flush();
          return;
        }
      }
    }

    if (count % 2 == 0) {
      out.println(""Yes"");
    } else {
      out.println(""No"");
      sc.close();
      out.flush();
    }
    sc.close();
    out.flush();
  }
}",Human,Java,CodeNet
Prob5453,"import sys

def comb(n, r, mod=None):
  if r == 0 or r == n:
    return 1
  r = min([r, n-r])
  x, y = 1, 1
  ans = 1
  for i in range(1, r+1):
    if mod:
      x *= n+1-i
      y *= i
      x %= mod
      y %= mod
    else:
      ans *= n+1-i
      ans //= i
  ans = x*pow(y, mod-2, mod)%mod if mod else ans
  return ans

def main():
  input = sys.stdin.readline
  h, w, a, b = map(int, input().split())
  mod = pow(10, 9)+7
  
  bef, aft = 1, comb(h+w-b-2, h-1, mod)
  ans = 0
  for i in range(h-a):
    ans += bef*aft
    ans %= mod
    
    bef = bef*(i+b)*pow(i+1, mod-2, mod)%mod
    aft = aft*(h-i-1)*pow(h-i+w-b-2, mod-2, mod)%mod
    
  print(ans)

if __name__ == ""__main__"":
  main()",Human,Python,CodeNet
Prob859,"import Java.util.Scanner;

public class Main {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int W = Integer.parseInt(sc.next());
		int H = Integer.parseInt(sc.next());
		int x = Integer.parseInt(sc.next());
		int y = Integer.parseInt(sc.next());
		int r = Integer.parseInt(sc.next());
		
		if(x-r>=0 && x+r<=W && y-r>=0 && y+r<=H) System.out.println(""Yes"");
		else System.out.println(""No"");

	}

}",Human,Java,CodeNet
Prob3165,"import math

# Lire l'entier N
N = int(input(""Entrez un entier N: ""))

# Calculer la factorielle
factorielle = math.factorial(N)

# Afficher le résultat
print(""u(N) ="", factorielle)",AI,Python,ChatGPT-4
Prob735,"#include <iostream>
#include <vector>
#include <cstdlib>
#include <unistd.h>
#include <conio.h>
#include <fstream>
#include <chrono>
#include <thread>

#define DEFAULT_SIZE 20

void printGrid(const std::vector<std::vector<bool>>& grid) {
  for (const auto& row : grid) {
    for (bool cell : row) {
      std::cout << (cell ? 'O' : '.') << ' ';
    }
    std::cout << '\n';
  }
}

int countNeighbors(const std::vector<std::vector<bool>>& grid, int x, int y) {
  int count = 0;
  for (int i = -1; i <= 1; i++) {
    for (int j = -1; j <= 1; j++) {
      if (i == 0 && j == 0) continue;
      int ni = (x + i + DEFAULT_SIZE) % DEFAULT_SIZE;
      int nj = (y + j + DEFAULT_SIZE) % DEFAULT_SIZE;
      count += grid[ni][nj];
    }
  }
  return count;
}

void updateGrid(std::vector<std::vector<bool>>& grid) {
  std::vector<std::vector<bool>> newGrid(DEFAULT_SIZE, std::vector<bool>(DEFAULT_SIZE));
  for (int i = 0; i < DEFAULT_SIZE; i++) {
    for (int j = 0; j < DEFAULT_SIZE; j++) {
      int total = countNeighbors(grid, i, j);
      if (grid[i][j]) {
        newGrid[i][j] = (total == 2 || total == 3);
      } else {
        newGrid[i][j] = (total == 3);
      }
    }
  }
  grid = newGrid;
}

void saveGrid(const std::vector<std::vector<bool>>& grid, const std::string& filename) {
  std::ofstream file(filename);
  for (const auto& row : grid) {
    for (bool cell : row) {
      file << (cell ? '1' : '0');
    }
    file << '\n';
  }
}

void loadGrid(std::vector<std::vector<bool>>& grid, const std::string& filename) {
  std::ifstream file(filename);
  for (int i = 0; i < DEFAULT_SIZE; i++) {
    for (int j = 0; j < DEFAULT_SIZE; j++) {
      char ch;
      file.get(ch);
      grid[i][j] = (ch == '1');
    }
    file.ignore(); // Ignore the newline character
  }
}

void loadPattern(std::vector<std::vector<bool>>& grid, const std::string& filename) {
  std::ifstream file(filename);
  if (!file) {
    std::cerr << ""Pattern file not found!"" << std::endl;
    return;
  }
  for (int i = 0; i < DEFAULT_SIZE; i++) {
    for (int j = 0; j < DEFAULT_SIZE; j++) {
      char ch;
      file.get(ch);
      grid[i][j] = (ch == '1');
    }
    file.ignore(); // Ignore the newline character
  }
}

void pauseSimulation(int& delay) {
  std::cout << ""Paused. Press any key to continue..."" << std::endl;
  _getch(); // Wait for any key
  std::cout << ""Resuming..."" << std::endl;
}

int main() {
  int size;
  std::cout << ""Enter grid size (max "" << DEFAULT_SIZE << ""): "";
  std::cin >> size;
  if (size > DEFAULT_SIZE) size = DEFAULT_SIZE;

  std::vector<std::vector<bool>> grid(DEFAULT_SIZE, std::vector<bool>(DEFAULT_SIZE));
  srand(time(0));

  // Initialize grid randomly
  for (int i = 0; i < size; i++) {
    for (int j = 0; j < size; j++) {
      grid[i][j] = rand() % 2;
    }
  }

  bool running = true;
  int delay = 200000; // Default delay in microseconds
  while (true) {
    if (_kbhit()) {
      char ch = _getch();
      if (ch == 'p') running = !running; // Pause/Resume
      if (ch == 's') saveGrid(grid, size, ""saved_grid.txt""); // Save
      if (ch == 'l') loadGrid(grid, size, ""saved_grid.txt""); // Load
      if (ch == '+') delay = (delay > 100000) ? delay - 50000 : delay; // Speed up
      if (ch == '-') delay += 50000; // Slow down
      if (ch == 'g') loadPattern(grid, ""glider.txt""); // Load glider
      if (ch == 'q') break; // Quit the simulation
    }
    if (running) {
      printGrid(grid);
      updateGrid(grid);
      usleep(delay);
      std::cout << ""\033[H\033[J""; // Clear the console
    } else {
      pauseSimulation(delay);
    }
  }

  return 0;
}",AI,C++,ChatGPT-4
Prob931,"#include <stdio.h>

double sqrt2_average(int iterations) {
  double guess = 1.5; // Starting point
  for (int i = 0; i < iterations; i++) {
    guess = (guess + 2 / guess) / 2;
  }
  return guess;
}

int main() {
  double sqrt2 = sqrt2_average(100);
  printf(""Approximation of √2 using simple averaging = %f\n"", sqrt2);
  return 0;
}",AI,C,ChatGPT-4
Prob2409,"import random

def monte_carlo(num_points):
  points_inside_circle = 0

  for _ in range(num_points):
    x = random.random()
    y = random.random()
    if x**2 + y**2 <= 1:
      points_inside_circle += 1

  return 4 * points_inside_circle / num_points

print(f""Approximation of π: {monte_carlo(1000000):.6f}"")",AI,Python,ChatGPT-4
Prob262,"from collections import Counter

def grade_distribution(students):
  all_grades = [grade for marks in students.values() for grade in marks]
  distribution = Counter(all_grades)
  return dict(distribution)

def main():
  students_marks = {
    'Alice': [85, 90, 92],
    'Bob': [78, 85, 88],
    'Charlie': [95, 100, 97],
    'David': [82, 79, 88]
  }

  distribution = grade_distribution(students_marks)
  print(""Grade distribution:"")
  for grade, count in sorted(distribution.items()):
    print(f""Grade {grade}: {count} occurrence(s)"")

if __name__ == ""__main__"":
  main()",AI,Python,ChatGPT-4
Prob3751,"#include <bits/stdc++.h>

using namespace std;

inline int ctoi(char c) { if(c < '0' || '9' < c) throw invalid_argument(""ctoi error""); return c - '0'; }
#define rep(i, n) for(int i = 0; i < (int)(n); i++)
#define REP(i, k, n) for(int i = (int)(k); i < (int)(n); i++)
#define all(x) (x).begin(), (x).end()

template <typename T>
inline T gcd(T x, T y){
	if (x <= 0 || y <= 0) throw invalid_argument(""gcd error: x <= 0 or y <= 0"");
	
	if(x < y) swap(x, y);
	T r = x % y;

	while(r != 0){
		x = y;
		y = r;
		r = x % y;
	}

	return y;
}
template <typename T>
inline T lcm(T x, T y){
	if (x <= 0 || y <= 0) throw invalid_argument(""lcm error: x <= 0 or y <= 0"");

	return x * y / gcd(x, y);
}

int main(){
	vector<int> ans;

	while(true){
		int n, k;
		cin >> n >> k;

		if(n == 0 && k == 0) break;

		vector<int> input;
		rep(i, n){
			int a;
			cin >> a;
			input.push_back(a);
		}

		vector<int> cumu;
		cumu.push_back(0);

		rep(i, n){
			cumu.push_back(cumu[i] + input[i]);
		}

		int sumMax = 0;
		rep(i, n){
			if(n < i + k) break;

			if(sumMax < cumu[i + k] - cumu[i]) sumMax = cumu[i + k] - cumu[i];
		}

		ans.push_back(sumMax);
	}

	rep(i, ans.size()){
		cout << ans[i] << endl;
	}

	return 0;
}",Human,C++,CodeNet
Prob623,"#include <stdio.h>
#include <string.h>
#include <stdbool.h>

void removeDuplicates(char *str) {
  int length = strlen(str);
  bool seen[256] = {false};
  int index = 0;
  for (int i = 0; i < length; i++) {
    if (!seen[(unsigned char)str[i]]) {
      seen[(unsigned char)str[i]] = true;
      str[index++] = str[i];
    }
  }
  str[index] = '\0';
}

int main() {
  char str[] = ""aabbccddeeff"";
  removeDuplicates(str);
  printf(""String with duplicates removed: %s\n"", str);
  return 0;
}",AI,C,ChatGPT-4
Prob527,"import Java.util.Scanner;
 
public class Main {
 
	public static void main(String[] args) throws Exception {
		Scanner sc = new Scanner(System.in);
		String S = sc.next();
		int firstIndex = S.length();
		int lastIndex = S.length();
		char[] sArray = S.toCharArray();
		for (int i = 0; i < sArray.length; i++) {
			if (firstIndex == S.length() && sArray[i] == 'A')
				firstIndex = i;
			if (sArray[i] == 'Z')
				lastIndex = i;
		}
		System.out.println(S.substring(firstIndex, lastIndex + 1).length());
		sc.close();
	}
}",Human,Java,CodeNet
Prob2948,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

double average_case_example(int n) {
  double total = 0;
  for (int i = 0; i < n; i++) {
    total += rand() % 100 + 1;
  }
  return total / n;
}

int main() {
  srand(time(NULL));
  printf(""%f\n"", average_case_example(10));
  return 0;
}",AI,C,ChatGPT-4
Prob5399,"from openpyxl import Workbook
from openpyxl.styles import Font, Color

wb = Workbook()
ws = wb.active

# Add data and apply styles
ws['A1'] = 'Hello'
ws['A1'].font = Font(bold=True, color=""FF0000"") # Red bold font

wb.save('styled.xlsx')",AI,Python,ChatGPT-3.5
Prob322,"import Java.util.Scanner;
public class ALDS1_1_B {
  public static void main(String[] args) {
    Scanner x = new Scanner(System.in);
    int a = x.nextInt(), b = x.nextInt();

  }
  static int gcd(int a, int b){
    while (b != 0){
      int remainder = a % b;
      a = b;
      b = remainder;
    }
    return a;
  }
}",Human,Java,CodeNet
Prob15,"#include <stdio.h>
int main(void){
  int n,i,temp;
  scanf(""%d"",&n);
  int num[n];
  for(i=0;i<=n-1;i++){
    scanf(""%d"",&num[i]);
  }
  for(i=0;i<n/2;i++){
    temp=num[i];
    num[i]=num[n-i];
    num[n-i]=num[i];
  }
  
  for(i=0;i<=n-1;i++){
    if(i) printf("" "");
    printf(""%d"",num[i]);
  }
  printf(""\n"");
  
  return 0;
  }
  ",Human,C,CodeNet
Prob4142,"import sys

input = sys.stdin.readline
N, M = map(int, input().split())
LR = [list(map(int, input().split())) for _ in range(M)]
common_l, common_r = 0, N
for l, r in LR:
  common_l = max(l, common_l)
  common_r = min(r, common_r)
print(max(0, common_r-common_l+1))",Human,Python,CodeNet
Prob529,"import Java.util.HashMap;
import Java.util.Scanner;

public class Dictionary {
  public static void main(String[] args) {
    HashMap<String, String> dictionary = new HashMap<>();
    dictionary.put(""Hello"", ""Bonjour"");
    dictionary.put(""Thank you"", ""Merci"");
    dictionary.put(""Goodbye"", ""Au revoir"");
    dictionary.put(""Please"", ""S'il vous plaît"");

    Scanner scanner = new Scanner(System.in);
    System.out.print(""Enter an English word to translate: "");
    String word = scanner.nextLine();

    String translation = dictionary.get(word);
    if (translation != null) {
      System.out.println(""Translation: "" + translation);
    } else {
      System.out.println(""Word not found in dictionary."");
    }
    scanner.close();
  }
}",AI,Java,ChatGPT-4
Prob3741,"#include <stdio.h>
#include <stdlib.h>
#include <string.h>

#define MAX_HISTORY 10
#define BUFFER_SIZE 1024

char history[MAX_HISTORY][BUFFER_SIZE];
int history_index = 0;

void save_to_history(const char *str) {
  if (history_index < MAX_HISTORY) {
    strncpy(history[history_index++], str, BUFFER_SIZE);
  } else {
    // Shift history to make room
    for (int i = 1; i < MAX_HISTORY; i++) {
      strncpy(history[i - 1], history[i], BUFFER_SIZE);
    }
    strncpy(history[MAX_HISTORY - 1], str, BUFFER_SIZE);
  }
}

void chercherRemplacer(char *str, const char *chercher, const char *remplacer) {
  char buffer[BUFFER_SIZE];
  char *pos = strstr(str, chercher);
  if (pos != NULL) {
    strncpy(buffer, str, pos - str);
    buffer[pos - str] = '\0';
    sprintf(buffer + (pos - str), ""%s%s"", remplacer, pos + strlen(chercher));
    strcpy(str, buffer);
  } else {
    printf(""String '%s' not found.\n"", chercher);
  }
}

void processConfigFile(const char *config_filename) {
  FILE *file = fopen(config_filename, ""r"");
  if (!file) {
    perror(""File opening failed"");
    return;
  }

  char expression[BUFFER_SIZE];
  fgets(expression, sizeof(expression), file);
  save_to_history(expression); // Save the original expression

  char chercher[100], remplacer[100];
  while (fscanf(file, ""%s %s"", chercher, remplacer) == 2) {
    chercherRemplacer(expression, chercher, remplacer);
  }

  printf(""Modified expression: %s\n"", expression);
  fclose(file);
}

int main() {
  processConfigFile(""config.txt"");
  
  return 0;
}",AI,C,ChatGPT-4
Prob317,"import Java.util.*;
public class Main{
public static void main(String[] args){
Scanner sc = new Scanner(System.in);
String s;
int a = Integer.parseInt(sc.next());
int b = Integer.parseInt(sc.next());
if(a%2==0||b%2==0){
s = ""Even"";
}else{
s = ""Odd"";
}
System.out.println(s);

}
}",Human,Java,CodeNet
Prob3997,"public class GCD {
  public static void main(String[] args) {
    int num1 = 36, num2 = 60;
    int gcd = findGCD(num1, num2);
    
    System.out.println(""GCD of "" + num1 + "" and "" + num2 + "" = "" + gcd);
  }
  
  public static int findGCD(int a, int b) {
    while (b != 0) {
      int temp = b;
      b = a % b;
      a = temp;
    }
    return a;
  }
}",AI,Java,ChatGPT-3.5
Prob244,"#include <iostream>
#include <fstream>
#include <sstream>

int main() {
  std::ifstream file(""example.txt"");
  std::stringstream buffer;

  if (file.is_open()) {
    buffer << file.rdbuf(); // Read file content into buffer
    std::cout << buffer.str(); // Print the entire content
  } else {
    std::cerr << ""Unable to open file"" << std::endl;
  }
  
  return 0;
}",AI,C++,ChatGPT-4
Prob492,"import Java.io.BufferedReader;
import Java.io.IOException;
import Java.io.InputStreamReader;

public class Main {

	public static void main(String[] args) {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		try {
			String str = br.readLine();
			String[] arr = str.split("" "");
			
			int a = Integer.parseInt(arr[0]);
			int b = Integer.parseInt(arr[1]);
			
			if (a < b) System.out.println(""a < b"");
			else if(a > b) System.out.println(""a > b"");
			else System.out.println(""a == b"");
		} catch (IOException e) {
			// TODO 自動生成された catch ブロック
			e.printStackTrace();
		}

	}
}",Human,Java,CodeNet
Prob2688,"#include <stdio.h>

int main() {
  char activity[30];
  int duration;

  printf(""Enter activity name: "");
  scanf(""%s"", activity);
  printf(""Enter duration in minutes: "");
  scanf(""%d"", &duration);

  printf(""Logged Activity: %s for %d minutes\n"", activity, duration);
  return 0;
}",AI,C,ChatGPT-4
Prob4949,"#include<stdio.h>

void trace(int A[],int N){
  int i;
  for(i=0;i<N;i++){
    if(i>0)printf("" "");
    printf(""%d"",A[i]);
  }
  printf(""\n"");
}

void insertionSort(int A[],int N){
  int j,i,v;
  for(i=1;i<N;i++){
    v=A[i];
    j=i-1;
    while(j>=0 && A[j]<v){
      A[j+1]=A[j];
      j--;
    }
    A[j+1]=v;
    trace(A,N);
  }
}

int main(){
  int N,i,j;
  int A[100];

  scanf(""%d"",&N);
  for(i=1;i<N;i++)scanf(""%d"",&A[i]);

  trace(A,N);
  insertionSort(A,N);

return 0;
}",Human,C,CodeNet
Prob1767,"class Utensil:
  def __init__(self, name, utensil_type, material, length, weight):
    self.name = name
    self.utensil_type = utensil_type
    self.material = material
    self.length = length
    self.weight = weight

  def display_info(self):
    return (f""{self.name} - Type: {self.utensil_type}, Material: {self.material}, ""
        f""Length: {self.length} cm, Weight: {self.weight} g"")

class UtensilManager:
  def __init__(self):
    self.utensils = []

  def add_utensil(self, utensil):
    self.utensils.append(utensil)

  def remove_utensil(self, name):
    self.utensils = [u for u in self.utensils if u.name != name]

  def find_utensil(self, name):
    for u in self.utensils:
      if u.name == name:
        return u
    return None

  def display_all(self):
    for u in self.utensils:
      print(u.display_info())

# Example usage
manager = UtensilManager()
spoon = Utensil(""Spoon"", ""Cutlery"", ""Stainless Steel"", 20, 50)
fork = Utensil(""Fork"", ""Cutlery"", ""Plastic"", 18, 30)

manager.add_utensil(spoon)
manager.add_utensil(fork)
manager.display_all()

manager.remove_utensil(""Spoon"")
manager.display_all()",AI,Python,ChatGPT-3.5
Prob2796,"
using namespace std;
typedef long long ll;
typedef pair<int, int> pii;

int main(){
 int A,B,C;
 cin >> A >> B >> C;
 
 if(A + B >= C) cout << ""Yes"" << endl;
 else cout << ""No"" << endl;
 
}",Human,C++,CodeNet
Prob2340,"#include <iostream>
#include <cmath>

double areaOfRectangle(double lengthKm, double widthKm) {
  return lengthKm * widthKm;
}

double areaOfCircle(double radiusKm) {
  return M_PI * radiusKm * radiusKm;
}

int main() {
  double lengthKm = 5;
  double widthKm = 2;
  double radiusKm = 3;

  double areaRectKm2 = areaOfRectangle(lengthKm, widthKm);
  double areaCircleKm2 = areaOfCircle(radiusKm);

  double areaRectDm2 = kmToDm(areaRectKm2);
  double areaCircleDm2 = kmToDm(areaCircleKm2);

  std::cout << ""Rectangle area: "" << areaRectKm2 << "" square kilometers ("" << areaRectDm2 << "" square decimeters)"" << std::endl;
  std::cout << ""Circle area: "" << areaCircleKm2 << "" square kilometers ("" << areaCircleDm2 << "" square decimeters)"" <<",AI,C++,ChatGPT-4
Prob2884,"import Java.util.*;

public class Main{
	public static void main(String[] args){
		Scanner sc = new Scanner(System.in);
			int M = sc.nextInt();
		int X = sc.nextInt();

		int[] costMasu = new int[M];

		for(int i = 0; i < M; i++){
		  costMasu[i] = sc.nextInt();
		}

		int cost2N = 0;
		int cost20 = 0;

		for(int j = X; j <= N; j++){
		  for(int k = 0; k < M; k++){
			if(costMasu[k] == j){
			  cost2N++;
			}
		  }
		}

		for(int l = X; l > 0; l--){
		  for(int m = 0; m < M; m++){
			if(costMasu[m] == l){
			  cost20++;
			}
		  }
		}

		if(cost2N <= cost20){
		  System.out.println(cost2N);
		}else{
		  System.out.println(cost20);
		}
	}
}",Human,Java,CodeNet
Prob1146,"#include<stdio.h>
int main(){
 double r, l, s;
 scanf(""%lf"", &r);
 l=2*r*3.141592653589;
 s=r*r*3.141592653589;
 printf(""%f %f\n"", l, s);

 return 0;
}",Human,C,CodeNet
Prob198,"#include <stdio.h>

int main() {
  int terms = 1000000; // Number of terms
  double pi = 3.0;

  for (int n = 1; n <= terms; n++) {
    pi += 4.0 * (n % 2 == 1 ? 1.0 : -1.0) / (2 * n * (2 * n + 1) * (2 * n + 2));
  }

  printf(""Approximation of π: %.6f\n"", pi);
  return 0;
}",AI,C,ChatGPT-4
Prob2203,"#include <stdio.h>
#include <stdlib.h>
#include <string.h>
#define ll long long
#define rep(i,l,r)for(ll i=(l);i<(r);i++)
#define max(p,q)((p)>(q)?(p):(q))
#define min(p,q)((p)<(q)?(p):(q))

char s[99];
int main(){
	int cnt=0;
	while(1){
		char c=getchar();
		if(c==10)break;
		if(c=='B'){
			if(cnt>0)s[cnt--]=0;
		}else{
			s[cnt++]=c;
		}
	}
	puts(s);
}",Human,C,CodeNet
